대표식품명,R,G,B,HEX,식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,색상구분
소등심구이,173,102,91,#ad665b,D408-427000000-0001,소등심구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8427,842700,해당없음,84270000,해당없음,0,해당없음,100ml,318,56.2,15.9,26.71,,0.0,0.0,0.0,12.0,2.28,149.0,246.0,486.0,26.0,26.0,0.0,0.019,0.35,1.781,0.81,0.0,80.19,11.0,,,,,,,2.03,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,85.29,0.0,0.0,0.0,7.7,0.0,,46.96,0.93,0.49,241.42,1116.21,,2.49,,2490.51,0.0,51.23,14.99,0.03,5.25,14.47,,0.0,0.03,0.59,9788.04,,17.5,,,,,,,1263.68,7003.73,,,,,,17.57,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,176ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
소안심스테이크,159,96,92,#9f605c,D408-428000000-0001,소안심스테이크,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8428,842800,해당없음,84280000,해당없음,0,해당없음,100ml,197,83.8,16.6,12.51,,2.64,1.57,0.7,13.0,2.62,181.0,380.0,242.0,55.0,13.0,502.0,0.073,0.211,2.068,2.67,0.0,52.59,5.39,,,,,,,8.92,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,21.37,0.0,0.02,0.0,4.22,0.0,,69.44,0.88,0.31,85.87,533.04,,1.35,,1403.47,0.0,0.41,10.18,0.02,1.97,5.98,,0.28,0.02,0.35,3921.57,,37.58,,,,,,,389.62,3016.59,,,,,,15.98,,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,232ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
쑥전(부침개),124,118,79,#7c764f,D408-429000000-0001,쑥전(부침개),D,음식,4,외식(재료량 기반 산출함량),8,구이류,8429,842900,해당없음,84290000,해당없음,0,해당없음,100ml,127,72.4,4.8,6.29,,13.44,0.02,4.6,87.0,6.17,79.0,501.0,538.0,265.0,14.0,3013.0,0.045,0.325,0.491,4.78,0.19,34.08,1.12,,,,,,,46.42,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,39.89,0.0,0.22,0.0,0.56,7.33,,0.0,13.59,2.85,0.51,6.86,,25.08,,246.89,0.0,0.0,17.26,0.48,0.06,1.37,,0.0,0.49,2.86,1323.96,,0.0,,,,,,,22.13,780.86,,,,,,27.42,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,96.50ml,해당없음,3,산출,2024-01-31,2025-12-29,노랑
양태구이,130,102,71,#826647,D408-430000000-0001,양태구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8430,843000,해당없음,84300000,해당없음,0,해당없음,100ml,107,54.8,14.0,5.11,,0.1,0.0,0.0,71.0,0.42,190.0,3.0,672.0,13.0,13.0,0.0,0.007,0.091,2.38,0.7,0.7,39.9,0.76,,,,,,,2.8,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,37.31,0.0,0.28,0.0,3.36,20.72,,0.0,6.19,2.54,0.0,6.14,,17.25,,179.05,0.56,4.2,15.29,0.33,0.28,0.28,,7.84,0.36,2.54,988.24,,0.0,,,,,,,9.81,528.63,,,,,,23.58,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
오징어불고기,163,82,35,#a35223,D408-432000000-0001,오징어불고기,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8432,843200,해당없음,84320000,해당없음,0,해당없음,100ml,123,93.1,16.4,3.24,,7.2,2.76,1.3,23.0,0.5,246.0,399.0,366.0,26.0,0.0,307.0,0.106,0.09,0.251,1.26,4.88,186.37,0.59,,,,,,,20.8,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,36.28,0.0,4.7,1.3,3.56,503.07,,0.6,4.81,0.99,0.0,9.11,,4.44,,108.75,0.0,0.0,11.17,0.03,7.1,2.48,,127.89,0.67,1.0,610.15,,0.02,,,,,,,5.35,418.47,,,,,,49.4,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,231.80ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
우럭구이,130,100,75,#82644b,D408-433000000-0001,우럭구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8433,843300,해당없음,84330000,해당없음,0,해당없음,100ml,111,54.5,13.5,5.67,,0.45,0.0,0.0,30.0,0.42,166.0,3.0,703.0,6.0,6.0,0.0,0.035,0.091,1.26,0.7,3.07,52.5,0.92,,,,,,,6.3,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,48.83,1.18,0.0,0.0,7.66,87.76,,0.59,6.19,2.54,1.18,29.82,,17.25,,203.18,5.89,5.89,15.01,0.33,14.14,0.0,,66.55,0.5,2.55,1086.12,,0.0,,,,,,,67.54,632.04,,,,,,20.57,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
은대구구이,142,114,91,#8e725b,D408-435000000-0001,은대구구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8435,843500,해당없음,84350000,해당없음,0,해당없음,100ml,137,54.5,9.2,10.5,,0.03,0.0,0.0,74.0,1.54,127.0,190.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,53.2,2.14,,,,,,,0.7,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,119.15,0.0,0.0,14.59,92.42,530.17,,9.73,6.19,2.57,4.86,106.05,,17.25,,378.02,53.5,72.96,15.01,0.34,0.0,4.86,,715.0,1.75,2.73,1996.24,,0.0,,,,,,,548.7,1517.56,,,,,,18.68,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
적어구이,164,127,91,#a47f5b,D408-437000000-0001,적어구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8437,843700,해당없음,84370000,해당없음,0,해당없음,100ml,174,107.8,20.9,9.04,,0.31,0.0,0.0,41.0,0.41,242.0,156.0,1203.0,0.0,0.0,0.0,0.027,0.067,3.469,0.0,4.0,69.39,1.32,,,,,,,12.01,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,342.5,0.0,31.32,0.0,20.6,206.04,,0.0,7.78,3.21,2.47,82.37,,21.67,,275.06,23.9,18.96,22.14,0.42,362.64,5.77,,164.84,0.84,3.24,1586.88,,0.0,,,,,,,136.8,888.65,,,,,,33.88,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,63.70ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
전갱이구이,144,118,104,#907668,D408-438000000-0001,전갱이구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8438,843800,해당없음,84380000,해당없음,0,해당없음,100ml,226,97.2,27.7,11.75,,0.17,0.0,0.0,34.0,1.21,279.0,5.0,1200.0,8.0,8.0,0.0,0.188,0.268,7.098,1.34,11.92,97.77,2.34,,,,,,,6.7,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,343.0,11.05,0.0,0.0,127.1,729.43,,0.0,6.63,2.78,0.0,247.32,,18.48,,462.44,44.21,55.26,16.08,0.38,431.03,0.0,,359.19,1.69,2.88,2199.36,,0.0,,,,,,,451.81,1497.66,,,,,,46.39,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,56ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
청어구이,122,109,90,#7a6d5a,D408-443000000-0001,청어구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8443,844300,해당없음,84430000,해당없음,0,해당없음,100ml,129,33.2,8.2,10.03,,0.22,0.0,0.0,18.0,0.4,152.0,1.0,391.0,35.0,35.0,0.0,0.015,0.125,3.15,0.5,11.0,32.5,1.85,,,,,,,6.5,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,768.23,0.0,70.0,0.0,35.0,385.0,,0.0,3.1,1.35,0.0,501.95,,8.63,,171.87,135.0,42.0,15.5,0.21,900.0,5.5,,440.0,1.23,1.4,1887.4,,0.0,,,,,,,411.96,1155.36,,,,,,16.74,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,200ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
칠면조구이,163,110,66,#a36e42,D408-444000000-0001,칠면조구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8444,844400,해당없음,84440000,해당없음,0,해당없음,100ml,207,102.3,30.6,7.98,,0.96,0.11,0.3,21.0,1.36,259.0,332.0,551.0,24.0,24.0,4.0,0.069,0.261,10.727,0.0,0.42,101.17,2.06,,,,,,,10.01,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,33.74,2.81,1.41,0.0,5.62,4.22,,28.15,1.51,1.51,9.84,73.86,,4.29,,512.99,0.0,0.03,5.64,0.09,1.41,9.84,,2.81,0.11,1.54,2260.3,,5.7,,,,,,,247.32,1384.88,,,,,,37.4,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,42.70ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
키조개구이,142,125,92,#8e7d5c,D408-445000000-0001,키조개구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8445,844500,해당없음,84450000,해당없음,0,해당없음,100ml,75,71.8,8.7,3.41,,1.86,0.66,0.6,43.0,6.73,117.0,250.0,881.0,10.0,0.0,114.0,0.044,0.169,1.58,1.72,0.0,16.8,0.53,,,,,,,14.76,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,23.64,1.64,0.05,18.89,12.73,59.96,,0.29,2.13,1.07,0.0,3.06,,2.62,,150.43,2.05,16.43,14.61,0.02,0.41,5.22,,68.99,0.18,1.1,942.4,,0.0,,,,,,,9.54,282.55,,,,,,22.43,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
햄구이,166,105,75,#a6694b,D408-446000000-0001,햄구이,D,음식,4,외식(재료량 기반 산출함량),8,구이류,8446,844600,해당없음,84460000,해당없음,0,해당없음,100ml,148,69.7,20.2,6.51,,1.95,1.5,0.0,8.0,0.35,260.0,274.0,743.0,1.0,1.0,0.0,0.483,0.117,5.048,27.49,0.0,51.18,1.77,,,,,,,1.96,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,49.21,0.0,0.0,0.0,5.43,3.19,,3.79,4.04,2.02,1.22,51.02,,12.41,,518.29,0.0,0.0,17.21,0.23,1.04,13.48,,0.0,0.24,2.05,1822.54,,4.11,,,,,,,78.78,1083.99,,,,,,21.53,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,61.30ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
새송이버섯전,152,131,87,#988357,D409-428000000-0001,새송이버섯전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9428,942800,해당없음,94280000,해당없음,0,해당없음,100ml,63,48.3,3.16,3.73,,5.89,0.17,1.5,8.0,0.42,67.0,154.0,93.0,19.0,17.0,18.0,0.037,0.161,2.247,0.84,0.23,41.21,0.74,,,,,,,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.67,8.86,,0.0,,1.57,0.62,5.78,,,,170.13,,0.0,8.21,0.18,,1.58,,0.0,,,901.94,,0.0,,,,,,,24.02,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,95ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
어육소시지전,156,119,84,#9c7754,D409-435000000-0001,어육소시지전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9435,943500,해당없음,94350000,해당없음,0,해당없음,100ml,177,56.9,8.23,10.14,,12.73,2.04,0.1,32.0,0.63,93.0,54.0,441.0,27.0,25.0,23.0,0.021,0.186,0.531,10.92,0.32,72.72,2.82,,,,,,,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.84,52.12,,7.12,,2.9,2.14,80.33,,,,795.85,,17.91,23.15,0.29,,31.65,,0.0,,,1362.64,,4.94,,,,,,,138.29,1819.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,80ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
장떡,160,116,78,#a0744e,D409-438000000-0001,장떡,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9438,943800,해당없음,94380000,해당없음,0,해당없음,100ml,197,27.1,3.67,7.64,,27.28,2.26,1.8,16.0,0.59,48.0,106.0,267.0,28.0,0.0,333.0,0.085,0.157,0.254,2.71,0.0,0.0,1.16,,,,,,,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.03,,0.24,,3.91,0.0,6.66,,,,246.72,,0.01,23.55,0.46,,0.28,,0.02,,,1522.72,,0.0,,,,,,,6.46,834.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,70ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
파래전,102,108,78,#666c4e,D409-440000000-0001,파래전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9440,944000,해당없음,94400000,해당없음,0,해당없음,100ml,197,29.9,4.74,5.03,,31.77,0.83,1.5,25.0,1.13,72.0,92.0,283.0,16.0,5.0,123.0,0.11,0.173,0.156,7.44,0.07,12.99,0.84,,,,,,,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.85,2.8,,0.01,,2.46,0.2,5.33,,,,180.26,,0.0,13.53,0.31,,2.78,,0.61,,,1000.59,,0.0,,,,,,,10.47,609.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,40ml,해당없음,3,산출,2022-11-30,2025-12-29,초록
녹두전,175,122,66,#af7a42,D409-448000000-0001,녹두전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9448,944800,해당없음,94480000,해당없음,0,해당없음,100ml,92,20.3,5.0,4.27,,8.41,0.19,3.3,17.0,0.63,77.0,235.0,22.0,6.0,0.0,67.0,0.068,0.069,0.479,1.68,0.02,3.42,0.74,,,,,,,65.48,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,29.85,0.0,0.0,0.0,0.42,0.0,,0.57,6.86,2.04,0.07,7.8,,15.99,,176.4,0.0,0.0,14.05,0.29,0.0,1.64,,0.08,0.29,2.04,848.62,,0.29,,,,,,,10.2,506.44,,,,,,26.31,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,158.90ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
떡산적,163,123,95,#a37b5f,D409-450060000-0001,떡산적_소고기,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9450,945006,소고기,94500600,해당없음,0,해당없음,100ml,156,89.4,8.7,5.35,,18.37,2.41,1.6,59.0,1.1,98.0,219.0,401.0,107.0,9.0,1186.0,0.071,0.12,1.411,1.51,0.07,34.94,1.17,,,,,,,26.46,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,30.7,0.1,0.89,0.22,2.23,14.99,,1.43,5.38,1.93,10.59,38.72,,13.13,,266.17,0.0,5.92,12.08,0.24,0.07,1.95,,2.7,0.26,1.95,1387.69,,0.59,,,,,,,77.91,787.16,,,,,,15.87,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,146.80ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
모듬채소전,157,141,108,#9d8d6c,D409-451000000-0001,모듬채소전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9451,945100,해당없음,94510000,해당없음,0,해당없음,100ml,154,36.4,3.4,5.65,,21.32,1.21,1.6,16.0,0.64,43.0,113.0,173.0,30.0,4.0,316.0,0.06,0.099,0.229,2.71,0.03,8.83,0.91,,,,,,,16.92,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,38.72,0.04,0.74,0.01,0.14,1.47,,0.1,7.91,2.78,0.21,5.58,,18.72,,198.92,0.0,2.47,16.35,0.36,0.11,0.54,,0.01,0.36,2.78,1135.78,,0.03,,,,,,,10.48,652.6,,,,,,12.6,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,110ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
애호박부침개,170,151,78,#aa974e,D409-453160000-0001,애호박부침개_새우,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9453,945316,새우,94531600,해당없음,0,해당없음,100ml,141,66.4,6.4,5.28,,16.23,1.35,1.7,32.0,0.81,90.0,185.0,50.0,29.0,15.0,166.0,0.07,0.117,0.624,3.51,0.2,59.1,0.98,,,,,,,36.11,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,32.98,0.0,0.36,0.0,1.19,16.72,,0.18,5.58,2.33,0.56,7.76,,15.52,,221.39,0.29,2.62,13.08,0.3,0.1,1.82,,9.32,0.33,2.34,1154.38,,0.0,,,,,,,26.62,683.87,,,,,,16.46,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,119.70ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
어묵전,154,128,64,#9a8040,D409-455000000-0001,어묵전,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9455,945500,해당없음,94550000,해당없음,0,해당없음,100ml,334,74.4,15.3,13.86,,35.46,2.84,0.9,60.0,1.19,170.0,155.0,1116.0,63.0,61.0,21.0,0.062,0.173,0.398,0.04,0.56,118.46,2.65,,,,,,,33.31,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,73.1,0.0,0.51,2.79,9.27,145.35,,1.36,14.99,6.06,1.57,29.6,,27.5,,618.72,0.0,0.0,35.09,0.72,0.14,8.09,,23.73,0.89,6.08,3087.36,,0.94,,,,,,,75.78,1831.77,,,,,,22.04,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,63.80ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
오믈렛,193,137,79,#c1894f,D409-457000000-0001,오믈렛,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9457,945700,해당없음,94570000,해당없음,0,해당없음,100ml,78,33.5,4.5,5.82,,1.33,0.67,0.2,15.0,0.56,63.0,69.0,222.0,50.0,32.0,227.0,0.037,0.095,0.305,4.48,0.31,83.02,1.44,,,,,,,16.56,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.38,1.16,0.05,2.21,13.88,,0.95,3.64,1.68,1.87,24.09,,9.14,,374.26,0.0,26.43,9.76,0.18,0.19,9.69,,0.05,0.2,1.72,1756.37,,0.89,,,,,,,87.99,974.47,,,,,,5.26,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,198ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
옥수수부침,188,149,63,#bc953f,D409-458000000-0001,옥수수부침,D,음식,4,외식(재료량 기반 산출함량),9,전·적 및 부침류,9458,945800,해당없음,94580000,해당없음,0,해당없음,100ml,176,63.9,3.0,7.95,,22.95,2.36,2.0,8.0,0.42,47.0,158.0,587.0,2.0,0.0,19.0,0.047,0.093,1.302,3.99,0.0,0.0,1.19,,,,,,,27.61,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,55.93,0.0,0.35,0.0,0.0,0.0,,0.05,10.99,4.02,0.0,6.46,,26.93,,270.67,0.0,0.0,24.2,0.5,0.1,0.13,,0.0,0.51,4.02,1530.68,,0.26,,,,,,,6.19,840.11,,,,,,14.54,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,130.90ml,해당없음,3,산출,2024-01-31,2025-12-29,빨강
가지볶음,117,95,64,#755f40,D410-448010000-0001,가지볶음_가지,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10448,1044801,가지,104480100,해당없음,0,해당없음,100ml,35,52.8,0.9,2.17,,3.36,1.55,1.6,12.0,0.22,25.0,139.0,207.0,4.0,0.0,47.0,0.023,0.116,0.236,0.41,0.0,0.01,0.33,,,,,,,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.09,,1.02,0.05,1.49,,,,90.71,,0.0,8.17,0.13,,0.08,,0.0,,,525.52,,0.0,,,,,,,2.25,222.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,60ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
멸치볶음(멸치만),109,94,73,#6d5e49,D410-473000000-0001,멸치볶음(멸치만),D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10473,1047300,해당없음,104730000,해당없음,0,해당없음,100ml,114,11.2,14.9,3.41,,5.15,1.72,0.2,718.0,3.56,546.0,250.0,770.0,6.0,0.0,77.0,0.052,0.079,0.741,0.06,1.15,147.45,0.62,,,,,,,35.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,8.58,144.99,,0.99,,1.2,0.0,52.81,,,,110.68,,8.58,8.04,0.17,,0.09,,106.39,,,576.41,,0.0,,,,,,,79.54,403.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,80ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
새송이버섯볶음,148,121,78,#94794e,D410-479264300-0001,새송이버섯볶음_새송이버섯_채소,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10479,1047926,새송이버섯,104792643,채소,0,해당없음,100ml,25,45.9,1.4,1.5,,3.51,0.54,1.6,5.0,0.23,44.0,151.0,146.0,12.0,0.0,140.0,0.026,0.104,2.192,2.58,0.0,0.0,0.21,,,,,,,24.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.04,,0.63,0.03,1.26,,,,50.53,,0.0,4.55,0.22,,0.08,,0.0,,,312.18,,0.01,,,,,,,1.47,142.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,70ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
오리볶음,143,102,57,#8f6639,D410-487000000-0001,오리볶음,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10487,1048700,해당없음,104870000,해당없음,0,해당없음,100ml,171,64.9,10.47,11.27,,7.3,2.65,1.5,20.0,1.22,111.0,247.0,254.0,51.0,20.0,379.0,0.086,0.095,2.313,1.93,1.12,52.0,3.59,,,,,,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,5.6,4.08,,4.56,,2.03,12.69,72.8,,,,1015.29,,0.0,10.23,0.15,,17.28,,1.51,,,4244.27,,0.02,,,,,,,415.2,2379.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,420ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
중식잡채,140,100,54,#8c6436,D410-496000000-0001,중식잡채,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10496,1049600,해당없음,104960000,해당없음,0,해당없음,100ml,83,39.9,2.3,2.24,,13.58,1.13,1.0,21.0,0.79,31.0,86.0,112.0,13.0,0.0,155.0,0.046,0.073,0.447,2.65,0.02,5.34,0.54,,,,,,,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.67,0.17,,4.16,,0.79,0.59,15.3,,,,144.97,,2.46,6.44,0.09,,3.76,,0.05,,,616.17,,0.87,,,,,,,18.67,345.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,450ml,해당없음,3,산출,2022-11-30,2025-12-29,빨강
