대표식품명,R,G,B,HEX,식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,색상구분
낙지전골,167,110,60,#a76e3c,D106-270000000-0001,낙지전골,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6270,627000,해당없음,62700000,해당없음,0,해당없음,100g,51,87.0,6.5,1.14,1.64,3.72,0.0,1.5,10.0,0.65,68.0,165.0,484.0,4.0,0.0,52.0,0.0,0.067,9.303,0.85,0.0,51.44,0.33,0.02,,,,,0.77,8.78,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,20.0,,0.0,,0.07,0.0,20.0,30.0,,0.0,80.0,,0.0,0.0,0.0,,0.0,10.0,20.0,,,410.0,0.0,0.0,0.0,,10.0,0.0,20.0,,50.0,230.0,,,,,180.0,12.16,0.1,,,22.18,1.87,,,,5955.52,,,1004.41,417.31,484.94,475.31,146.61,242.85,302.84,43.78,428.96,668.47,385.8,222.22,,293.76,,154.64,228.07,282.48,173.06,,0.48,0.0,3,식품의약품안전처,,300g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
동태찌개,152,115,56,#987338,D106-273000000-0001,동태찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6273,627300,해당없음,62730000,해당없음,0,해당없음,100g,44,89.6,6.11,1.37,1.24,1.72,0.13,1.8,33.0,0.46,87.0,174.0,273.0,3.0,0.0,35.0,0.165,1.915,0.88,0.0,0.0,26.68,0.2,0.01,,,,,1.18,8.33,,,,,,,,,,,,,,,,,,0.13,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,70.0,,0.0,,0.44,0.0,10.0,20.0,,0.0,50.0,,0.0,10.0,0.07,,0.0,10.0,50.0,,,210.0,0.0,0.0,0.0,,10.0,10.0,0.0,,10.0,140.0,,,,,20.0,21.11,0.15,,,11.24,0.58,,,,5728.56,,,1076.35,325.19,489.03,452.58,147.61,254.95,301.03,61.42,382.78,610.42,359.38,240.36,,269.06,,191.21,243.94,195.93,127.38,,1.48,0.0,3,식품의약품안전처,,200g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
돼지고기찌개,171,114,55,#ab7237,D106-274000000-0001,돼지고기찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6274,627400,해당없음,62740000,해당없음,0,해당없음,100g,48,88.9,6.25,1.51,1.1,2.26,0.13,1.3,16.0,0.43,56.0,156.0,255.0,3.0,0.0,33.0,0.077,0.057,0.0,0.0,0.0,10.95,0.21,0.0,,,,,0.07,12.64,,,,,,,,,,,,,,,,,,0.05,,0.0,,,0.0,0.0,,0.08,,,0.0,0.0,,,0.0,0.0,,0.0,,0.24,0.0,10.0,10.0,,0.0,60.0,,0.0,0.0,0.03,,0.0,10.0,0.0,,,210.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,140.0,,,,,30.0,17.66,0.11,,,3.08,0.5,,,,5393.73,,,954.54,321.82,472.57,443.17,93.49,200.94,264.71,29.37,392.16,601.94,352.95,188.46,,257.13,,137.34,208.7,269.33,205.1,,0.64,0.01,3,식품의약품안전처,,300g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
된장찌개,151,100,46,#97642e,D106-275000000-0001,된장찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6275,627500,해당없음,62750000,해당없음,0,해당없음,100g,46,89.3,3.38,1.63,1.28,4.44,0.0,1.6,21.0,0.7,55.0,151.0,318.0,5.0,0.0,60.0,0.49,0.03,0.0,0.0,0.0,0.0,0.27,0.0,,,,,0.0,9.5,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,0.82,0.0,0.0,20.0,,0.0,70.0,,0.0,10.0,0.12,,0.0,0.0,0.0,,,370.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,200.0,,,,,120.0,24.8,0.28,,,5.26,0.17,,,,3269.33,,,677.49,131.43,206.23,246.94,33.36,163.73,170.28,31.3,316.31,374.47,130.09,135.64,,120.08,,135.33,171.6,156.81,68.29,,1.88,0.0,3,식품의약품안전처,,200g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
두부찌개,176,114,64,#b07240,D106-277010000-0001,두부찌개_고추장,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6277,627701,고추장,62770100,해당없음,0,해당없음,100g,52,89.1,4.01,2.63,1.07,3.18,0.8,0.6,23.0,0.62,74.0,222.0,181.0,7.0,0.0,80.0,0.0,0.06,1.698,0.65,0.0,0.34,0.35,0.0,,,,,0.17,16.08,,,,,,,,,,,,,,,,,,0.23,,0.0,,,0.0,0.0,,0.57,,,0.0,0.0,,,0.0,0.0,,0.0,,1.18,0.0,0.0,30.0,,0.0,60.0,,0.0,10.0,0.22,,0.0,0.0,0.0,,,420.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,270.0,,,,,100.0,41.1,0.33,,,19.26,0.48,,,,3668.57,,,732.16,146.71,239.08,294.48,43.35,174.74,205.8,21.76,272.4,463.72,154.04,169.66,,143.45,,139.63,192.35,193.46,81.77,,2.66,0.08,3,식품의약품안전처,,500g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
매운탕,143,119,67,#8f7743,D106-280080000-0001,매운탕_대구,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6280,628008,대구,62800800,해당없음,0,해당없음,100g,22,93.9,4.49,0.4,1.05,0.19,0.0,0.9,51.0,0.17,70.0,104.0,250.0,3.0,0.0,36.0,0.085,0.038,0.21,2.0,0.0,19.2,0.15,0.01,,,,,0.6,8.08,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,90.0,,0.0,,0.13,0.0,20.0,20.0,,0.0,30.0,,0.0,0.0,0.03,,10.0,10.0,20.0,,,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,110.0,,,,,20.0,10.01,0.18,,,9.04,0.13,,,,4290.85,,,745.92,264.08,405.25,331.04,90.77,195.69,218.48,13.3,121.82,493.65,284.99,166.8,,205.57,,145.55,180.48,179.22,248.25,,0.74,0.0,3,식품의약품안전처,,600g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
버섯전골,130,99,70,#826346,D106-282000000-0001,버섯전골,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6282,628200,해당없음,62820000,해당없음,0,해당없음,100g,78,84.6,5.14,4.24,1.18,4.78,1.18,2.9,10.0,1.03,51.0,129.0,146.0,4.0,0.0,52.0,0.0,0.18,0.0,0.81,0.0,12.33,0.98,0.11,,,,,0.48,1.9,,,,,,,,,,,,,,,,,,0.58,,0.39,,,0.0,0.13,,0.08,,,10.0,0.0,,,0.0,0.0,,0.0,,0.31,30.0,70.0,70.0,,0.0,250.0,,0.0,0.0,0.01,,0.0,10.0,0.0,,,1190.0,0.0,0.0,0.0,,30.0,0.0,80.0,,130.0,660.0,,,,,50.0,9.97,0.08,,,3.0,2.2,,,,4607.51,,,852.62,224.36,424.05,403.16,72.05,228.92,215.86,24.43,289.49,496.58,304.45,204.77,,231.56,,109.89,193.73,186.51,145.07,,0.39,0.01,3,식품의약품안전처,,300g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
부대찌개,184,128,80,#b88050,D106-284000000-0001,부대찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6284,628400,해당없음,62840000,해당없음,0,해당없음,100g,123,76.2,5.86,6.49,1.15,10.27,0.18,2.3,20.0,0.63,86.0,170.0,239.0,8.0,2.0,75.0,0.0,0.2,0.0,0.48,0.0,11.05,1.68,0.05,,,,,0.21,5.32,,,,,,,,,,,,,,,,,,0.04,,0.14,,,0.0,0.0,,0.0,,,50.0,0.0,,,0.0,0.0,,10.0,,0.93,0.0,70.0,130.0,,0.0,470.0,,10.0,10.0,0.09,,20.0,20.0,0.0,,,1870.0,0.0,0.0,0.0,,20.0,0.0,20.0,,90.0,1120.0,,,,,50.0,22.21,0.2,,,6.18,0.57,,,,4824.87,,,912.91,268.89,380.55,387.72,73.98,267.87,227.35,48.34,323.98,496.17,278.73,243.93,,211.78,,138.1,238.3,170.89,155.4,,1.27,0.0,3,식품의약품안전처,,600g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
샤브샤브,158,118,87,#9e7657,D106-287150000-0001,샤브샤브_버섯,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6287,628715,버섯,62871500,해당없음,0,해당없음,100g,30,93.1,3.88,0.9,0.55,1.57,0.53,1.3,3.0,0.31,19.0,43.0,51.0,4.0,0.0,53.0,0.0,0.146,1.863,0.0,0.0,7.55,0.62,0.03,,,,,0.34,0.55,,,,,,,,,,,,,,,,,,0.02,,0.45,,,0.0,0.0,,0.06,,,0.0,0.0,,,0.0,0.0,,0.0,,0.06,10.0,50.0,10.0,,0.0,220.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,400.0,0.0,0.0,0.0,,0.0,0.0,30.0,,40.0,340.0,,,,,40.0,2.36,0.02,,,0.91,0.6,,,,3211.99,,,566.75,171.83,298.5,275.37,76.34,155.78,144.32,17.93,214.69,340.49,212.15,134.47,,155.24,,84.84,133.72,138.86,90.7,,0.19,0.01,3,식품의약품안전처,,350g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
소고기전골,143,120,79,#8f784f,D106-289000000-0001,소고기전골,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6289,628900,해당없음,62890000,해당없음,0,해당없음,100g,63,87.1,7.89,3.24,1.33,0.46,0.05,0.5,23.0,0.58,77.0,176.0,299.0,17.0,0.0,204.0,0.0,0.127,0.843,0.5,0.0,16.08,0.69,0.15,,,,,0.33,9.82,,,,,,,,,,,,,,,,,,0.05,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,0.46,10.0,40.0,30.0,,0.0,260.0,,0.0,10.0,0.06,,0.0,10.0,0.0,,,660.0,0.0,0.0,0.0,,20.0,0.0,130.0,,30.0,390.0,,,,,40.0,20.26,0.18,,,4.34,0.85,,,,6002.16,,,1154.51,350.72,533.59,501.17,94.64,346.29,206.15,13.55,404.09,649.6,388.66,318.45,,258.8,,124.95,280.17,170.67,206.16,,0.89,0.0,3,식품의약품안전처,,300g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
순두부찌개,167,114,63,#a7723f,D106-291030000-0001,순두부찌개_김치,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6291,629103,김치,62910300,해당없음,0,해당없음,100g,35,92.6,2.98,1.59,0.73,2.17,0.32,1.0,14.0,0.39,51.0,126.0,151.0,4.0,0.0,51.0,0.895,0.07,0.0,0.0,0.0,4.6,0.46,0.01,,,,,0.0,17.09,,,,,,,,,,,,,,,,,,0.09,,0.0,,,0.0,0.16,,0.07,,,10.0,0.0,,,0.0,0.0,,0.0,,0.77,0.0,10.0,40.0,,0.0,150.0,,0.0,10.0,0.06,,10.0,10.0,0.0,,,680.0,0.0,0.0,0.0,,10.0,0.0,0.0,,20.0,300.0,,,,,80.0,13.6,0.14,,,1.92,0.49,,,,18741.66,,,2779.61,900.45,1612.05,1608.31,562.18,915.22,902.21,118.17,1981.84,1956.85,1016.58,910.44,,947.35,,644.95,790.72,703.83,390.96,,1.14,0.0,3,식품의약품안전처,,200g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
알탕,174,111,56,#ae6f38,D106-293000000-0001,알탕,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6293,629300,해당없음,62930000,해당없음,0,해당없음,100g,39,90.1,6.37,0.74,1.06,1.74,0.0,1.6,11.0,0.32,113.0,164.0,250.0,23.0,13.0,124.0,0.542,0.394,7.171,5.03,0.89,80.81,0.16,0.01,,,,,4.32,12.38,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,10.0,150.0,,0.0,,0.06,0.0,20.0,30.0,,0.0,20.0,,0.0,0.0,0.01,,0.0,10.0,130.0,,,60.0,0.0,0.0,0.0,,0.0,10.0,0.0,,20.0,130.0,,,,,50.0,12.2,0.08,,,49.44,0.75,,,,5337.78,,,704.87,185.44,427.85,532.45,119.42,339.56,323.89,47.9,393.94,446.28,360.73,295.15,,268.1,,247.62,230.09,300.84,113.64,,2.26,0.0,3,식품의약품안전처,,520g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
오리백숙,153,128,89,#998059,D106-294000000-0001,오리백숙,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6294,629400,해당없음,62940000,해당없음,0,해당없음,100g,112,80.6,10.59,7.5,0.8,0.5,0.25,1.1,12.0,1.19,88.0,136.0,161.0,16.0,9.0,81.0,0.07,0.213,9.957,0.74,0.3,51.85,1.56,0.05,,,,,1.42,14.33,,,,,,,,,,,,,,,,,,0.25,,0.0,,,0.0,0.0,,0.0,,,30.0,0.0,,,10.0,10.0,,0.0,,0.78,10.0,30.0,100.0,,0.0,310.0,,10.0,10.0,0.04,,10.0,80.0,0.0,,,2580.0,0.0,0.0,0.0,,10.0,20.0,20.0,,240.0,1200.0,,,,,120.0,10.94,0.06,,,30.82,1.11,,,,10519.89,,,1717.19,607.77,936.5,865.1,276.01,530.83,455.34,63.85,831.62,1050.31,639.76,481.1,,478.3,,374.04,452.94,492.56,266.67,,0.5,0.01,3,식품의약품안전처,,300g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
오리탕,148,121,56,#947938,D106-295000000-0001,오리탕,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6295,629500,해당없음,62950000,해당없음,0,해당없음,100g,121,76.4,9.5,6.56,1.48,6.08,3.58,2.5,32.0,1.25,120.0,297.0,317.0,14.0,7.0,85.0,0.408,0.263,9.643,1.04,0.0,38.47,1.33,0.04,,,,,1.02,23.04,,,,,,,,,,,,,,,,,,1.33,,0.48,,,0.0,1.18,,0.58,,,20.0,0.0,,,10.0,10.0,,0.0,,0.82,10.0,30.0,70.0,,0.0,300.0,,10.0,10.0,0.53,,10.0,70.0,0.0,,,1910.0,0.0,0.0,0.0,,10.0,10.0,10.0,,140.0,990.0,,,,,220.0,24.21,0.26,,,19.63,0.98,,,,9058.39,,,1549.44,550.9,760.33,720.96,189.38,438.56,406.27,40.16,770.62,937.47,547.93,397.97,,399.71,,270.82,384.32,470.2,223.36,,1.23,0.01,3,식품의약품안전처,,600g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
오징어찌개,147,105,67,#936943,D106-296000000-0001,오징어찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6296,629600,해당없음,62960000,해당없음,0,해당없음,100g,34,90.5,3.3,0.22,1.27,4.77,0.45,1.3,17.0,0.29,59.0,197.0,285.0,18.0,0.0,220.0,0.704,0.044,0.0,1.04,0.0,26.34,0.05,0.0,,,,,1.26,36.64,,,,,,,,,,,,,,,,,,0.28,,0.0,,,0.0,0.0,,0.17,,,0.0,0.0,,,0.0,20.0,,0.0,,0.09,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.02,,0.0,0.0,10.0,,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,40.0,,,,,140.0,17.01,0.15,,,0.18,0.43,,,,2962.01,,,540.17,151.14,229.36,253.98,27.05,124.62,135.58,23.98,241.46,384.85,181.14,134.85,,129.65,,79.36,122.42,146.52,55.87,,1.24,0.02,3,식품의약품안전처,,250g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
청국장찌개,148,108,62,#946c3e,D106-297000000-0001,청국장찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6297,629700,해당없음,62970000,해당없음,0,해당없음,100g,47,89.8,5.03,2.11,1.09,1.92,0.0,1.7,27.0,0.72,70.0,157.0,242.0,4.0,1.0,24.0,0.005,0.065,0.8,0.0,0.0,2.61,0.45,0.01,,,,,0.0,48.03,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,0.0,,0.0,,1.09,0.0,10.0,40.0,,0.0,120.0,,0.0,10.0,0.18,,0.0,0.0,0.0,,,610.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,320.0,,,,,140.0,30.9,0.29,,,3.14,0.62,,,,4311.78,,,820.01,201.83,301.58,336.58,58.27,234.41,218.24,48.81,282.95,478.24,233.99,194.78,,216.21,,147.78,215.2,222.11,100.83,,2.03,0.0,3,식품의약품안전처,,200g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
추어탕,119,96,52,#776034,D106-298000000-0001,추어탕,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6298,629800,해당없음,62980000,해당없음,0,해당없음,100g,54,89.4,3.24,3.18,1.15,3.07,0.0,2.2,135.0,0.82,85.0,95.0,246.0,26.0,0.0,315.0,0.06,0.069,0.051,7.37,0.0,15.84,0.31,0.01,,,,,0.53,7.25,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,10.0,10.0,,,0.0,10.0,,0.0,,0.79,0.0,0.0,30.0,,0.0,50.0,,10.0,10.0,0.41,,10.0,0.0,0.0,,,480.0,0.0,0.0,0.0,,10.0,0.0,0.0,,10.0,250.0,,,,,70.0,17.38,0.26,,,7.43,0.41,,,,2385.04,,,532.8,146.75,169.7,188.69,34.93,97.54,124.86,29.59,155.97,223.96,156.88,88.71,,107.19,,63.19,109.88,102.63,51.77,,2.69,0.0,3,식품의약품안전처,,350g,해당없음,1,분석,2018-12-31,2025-12-29,빨강
콩비지찌개,162,121,56,#a27938,D106-299000000-0001,콩비지찌개,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6299,629900,해당없음,62990000,해당없음,0,해당없음,100g,69,85.2,6.74,3.08,1.4,3.57,3.25,2.0,23.0,0.59,83.0,277.0,289.0,11.0,0.0,136.0,0.03,0.073,2.16,2.14,0.0,7.12,0.51,0.01,,,,,0.0,36.26,,,,,,,,,,,,,,,,,,1.63,,0.0,,,0.0,1.07,,0.55,,,10.0,0.0,,,0.0,0.0,,0.0,,1.21,0.0,10.0,50.0,,0.0,150.0,,0.0,10.0,0.17,,0.0,10.0,0.0,,,680.0,0.0,0.0,0.0,,10.0,0.0,0.0,,20.0,340.0,,,,,120.0,24.46,0.29,,,7.31,0.55,,,,6261.6,,,1118.64,280.84,490.42,513.1,93.08,310.24,315.62,44.53,444.37,697.62,323.42,296.27,,298.12,,216.75,303.84,316.52,198.25,,2.74,0.01,3,식품의약품안전처,,400g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
호박찌개,158,122,54,#9e7a36,D106-302010000-0001,호박찌개_고추장,D,음식,1,가정식(분석 함량),6,찌개 및 전골류,6302,630201,고추장,63020100,해당없음,0,해당없음,100g,41,90.0,2.08,0.99,0.98,5.96,0.56,1.2,13.0,0.47,37.0,217.0,211.0,22.0,0.0,268.0,0.018,0.021,0.571,0.0,0.0,0.0,0.1,0.0,,,,,0.0,11.14,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.56,,,0.0,0.0,,,0.0,0.0,,0.0,,0.48,0.0,0.0,10.0,,0.0,20.0,,0.0,0.0,0.05,,0.0,0.0,0.0,,,140.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,80.0,,,,,50.0,19.92,0.16,,,4.61,0.63,,,,1924.11,,,380.49,69.07,100.31,145.56,27.56,86.36,92.18,87.67,149.02,236.83,82.14,73.06,,68.59,,65.63,87.81,66.67,105.18,,1.31,0.03,3,식품의약품안전처,,280g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
고구마,150,99,46,#96632e,D107-128180000-0001,고구마_찐고구마,D,음식,1,가정식(분석 함량),7,찜류,7128,712818,찐고구마,71281800,해당없음,0,해당없음,100g,139,64.6,1.67,0.24,1.04,32.47,16.32,2.9,20.0,0.58,65.0,402.0,10.0,2.0,0.0,23.0,0.0,0.11,0.58,2.29,0.0,0.0,0.05,0.01,,,,,0.0,41.87,,,,,,,,,,,,,,,,,,0.62,,10.54,,,0.0,4.11,,1.06,,,0.0,0.0,,,0.0,0.0,,10.0,,0.08,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,,0.0,0.0,10.0,,0.0,40.0,,,,,150.0,22.27,0.45,,,0.96,0.3,,,,1389.17,,,163.17,44.02,76.29,106.78,0.0,85.42,85.61,15.69,93.59,247.51,77.88,86.27,,85.6,,80.45,70.33,16.3,54.29,,1.32,0.0,3,식품의약품안전처,,200g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
가오리찜,160,114,79,#a0724f,D107-304000000-0001,가오리찜,D,음식,1,가정식(분석 함량),7,찜류,7304,730400,해당없음,73040000,해당없음,0,해당없음,100g,102,75.7,21.99,1.39,0.43,0.46,0.06,2.4,8.0,0.09,3.0,11.0,151.0,55.0,51.0,48.0,0.165,0.085,0.0,0.0,0.0,91.28,0.26,0.0,,,,,1.15,5.99,,,,,,,,,,,,,,,,,,0.06,,0.0,,,0.0,0.0,,0.0,,,10.0,0.0,,,0.0,150.0,,0.0,,0.24,0.0,10.0,30.0,,0.0,70.0,,0.0,10.0,0.01,,0.0,30.0,40.0,,,250.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,180.0,,,,,30.0,4.21,0.0,,,0.82,0.05,,,,15690.77,,,2522.92,1326.85,1344.42,1225.67,377.94,615.52,879.65,68.02,1148.79,1657.1,1035.74,587.02,,815.83,,376.38,587.12,805.75,316.07,,0.84,0.01,3,식품의약품안전처,,200g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
갈비찜,123,82,54,#7b5236,D107-306130000-0001,갈비찜_소고기,D,음식,1,가정식(분석 함량),7,찜류,7306,730613,소고기,73061300,해당없음,0,해당없음,100g,85,81.2,7.25,3.17,1.39,6.95,0.75,2.0,33.0,1.07,73.0,251.0,272.0,23.0,2.0,245.0,0.0,0.327,0.0,0.42,0.0,33.38,0.85,0.1,,,,,0.65,14.76,,,,,,,,,,,,,,,,,,0.12,,0.22,,,0.0,0.04,,0.36,,,10.0,0.0,,,0.0,0.0,,0.0,,0.32,10.0,40.0,30.0,,0.0,350.0,,0.0,10.0,0.02,,0.0,20.0,0.0,,,820.0,0.0,0.0,0.0,,30.0,10.0,60.0,,50.0,460.0,,,,,70.0,17.97,0.15,,,10.62,1.89,,,,7056.62,,,1443.72,498.63,579.58,622.44,48.32,392.5,283.47,8.02,449.89,745.06,433.53,353.52,,319.36,,88.96,283.27,311.73,194.61,,0.99,0.0,3,식품의약품안전처,,300g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
감자,170,126,69,#aa7e45,D107-307170000-0001,감자_찐감자,D,음식,1,가정식(분석 함량),7,찜류,7307,730717,찐감자,73071700,해당없음,0,해당없음,100g,70,81.6,2.16,0.16,1.06,15.01,0.86,1.7,10.0,0.33,50.0,480.0,3.0,0.0,0.0,0.0,0.49,0.065,0.44,8.1,0.0,0.0,0.03,0.0,,,,,0.0,20.31,,,,,,,,,,,,,,,,,,0.31,,0.0,,,0.0,0.42,,0.14,,,0.0,0.0,,,0.0,0.0,,0.0,,0.03,0.0,0.0,0.0,,0.0,10.0,,0.0,0.0,0.01,,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,20.0,,,,,150.0,28.4,0.1,,,1.36,0.35,,,,1847.37,,,523.89,48.77,92.92,93.5,20.89,82.74,68.63,0.0,106.8,425.25,63.49,52.18,,63.02,,41.29,61.26,80.83,21.96,,0.06,0.03,3,식품의약품안전처,,200g,해당없음,1,분석,2019-12-31,2025-12-29,빨강
